feedback_id,user_id,session_id,feedback_date,journey_stage,rating,source,feedback_text,feedback_text_clean,sentiment_score,sentiment_label,theme_navigation,theme_pricing,theme_performance,theme_product_value
F00389,U0158,S01797,2026-03-13,application,1,in_app,Navigation was confusing and I could not figure out the next step,navigation was confusing and i could not figure out the next step,-2,negative,1,0,0,0
F00390,U0278,S01934,2026-03-04,product_detail,4,post_session_survey,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00391,U0503,S02377,2026-03-02,pricing,2,post_session_survey,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00392,U0472,S00998,2026-03-16,entry,2,in_app,I wanted to see pricing earlier in the journey,i wanted to see pricing earlier in the journey,0,neutral,1,1,0,0
F00393,U0307,S00898,2026-03-20,entry,1,in_app,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00394,U0012,S01859,2026-03-17,pricing,2,in_app,It was hard to find the information I needed,it was hard to find the information i needed,-1,negative,1,0,0,0
F00395,U0610,S00825,2026-03-01,entry,1,in_app,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00396,U0655,S02239,2026-03-10,pricing,1,in_app,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00397,U0454,S02060,2026-03-02,entry,3,post_session_survey,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00398,U0463,S01039,2026-03-03,entry,4,in_app,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00399,U0077,S01798,2026-03-06,browse,2,post_session_survey,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00400,U0434,S01806,2026-03-08,entry,1,in_app,It was hard to find the information I needed,it was hard to find the information i needed,-1,negative,1,0,0,0
F00401,U0642,S00254,2026-03-16,browse,2,in_app,It was hard to find pricing information,it was hard to find pricing information,-1,negative,1,1,0,0
F00402,U0481,S02170,2026-03-01,entry,1,in_app,Pricing details were buried and took too many clicks to reach,pricing details were buried and took too many clicks to reach,-1,negative,0,1,0,0
F00403,U0329,S01214,2026-03-15,entry,2,in_app,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00404,U0788,S01984,2026-03-03,product_detail,5,post_session_survey,The product information was clear and easy to explore,the product information was clear and easy to explore,2,positive,0,0,0,1
F00405,U0241,S00777,2026-03-18,entry,2,post_session_survey,I had trouble locating cost information quickly,i had trouble locating cost information quickly,-1,negative,0,1,0,0
F00406,U0371,S02151,2026-03-10,entry,4,in_app,I liked the spec panel and the experience felt engaging,i liked the spec panel and the experience felt engaging,2,positive,0,0,0,1
F00407,U0486,S00940,2026-03-15,browse,4,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00408,U0288,S00026,2026-03-01,product_detail,1,post_session_survey,The journey felt unclear and I was not sure where to go next,the journey felt unclear and i was not sure where to go next,0,neutral,1,0,0,1
F00409,U0733,S02176,2026-03-15,product_detail,4,post_session_survey,Navigation felt smooth and simple,navigation felt smooth and simple,1,positive,1,0,0,0
F00410,U0562,S00225,2026-03-06,product_detail,2,in_app,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00411,U0651,S00776,2026-03-05,browse,1,post_session_survey,Navigation was confusing and I could not figure out the next step,navigation was confusing and i could not figure out the next step,-2,negative,1,0,0,0
F00412,U0679,S02281,2026-03-20,browse,1,post_session_survey,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00413,U0270,S02283,2026-03-14,pricing,2,in_app,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00414,U0406,S01377,2026-03-12,entry,1,post_session_survey,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00415,U0174,S01510,2026-03-18,entry,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00416,U0115,S01083,2026-03-11,entry,3,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00417,U0443,S00714,2026-03-13,product_detail,2,post_session_survey,I wanted to see pricing earlier in the journey,i wanted to see pricing earlier in the journey,0,neutral,1,1,0,0
F00418,U0557,S00797,2026-03-05,entry,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00419,U0638,S01610,2026-03-20,entry,4,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00420,U0297,S01801,2026-03-08,entry,1,in_app,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00421,U0686,S01896,2026-03-02,browse,4,in_app,The showroom experience felt interactive and fun,the showroom experience felt interactive and fun,2,positive,0,0,0,1
F00422,U0488,S01893,2026-03-20,entry,5,in_app,The 3D model was realistic and useful,the 3d model was realistic and useful,2,positive,0,0,0,1
F00423,U0562,S00225,2026-03-06,product_detail,3,in_app,I wanted to see pricing earlier in the journey,i wanted to see pricing earlier in the journey,0,neutral,1,1,0,0
F00424,U0277,S01191,2026-03-16,product_detail,3,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00425,U0466,S00140,2026-03-16,browse,2,post_session_survey,The app was slow and laggy on my phone,the app was slow and laggy on my phone,-3,negative,0,0,1,0
F00426,U0416,S01321,2026-03-13,product_detail,4,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00427,U0789,S01066,2026-03-15,entry,2,in_app,It was hard to find pricing information,it was hard to find pricing information,-1,negative,1,1,0,0
F00428,U0567,S02131,2026-03-07,browse,4,in_app,The steps were clear and easy to follow,the steps were clear and easy to follow,2,positive,0,0,0,1
F00429,U0655,S00847,2026-03-05,entry,1,in_app,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00430,U0066,S00285,2026-03-02,entry,5,in_app,The showroom experience felt interactive and fun,the showroom experience felt interactive and fun,2,positive,0,0,0,1
F00431,U0270,S00349,2026-03-04,browse,3,in_app,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00432,U0059,S01823,2026-03-14,browse,4,in_app,I liked the spec panel and the experience felt engaging,i liked the spec panel and the experience felt engaging,2,positive,0,0,0,1
F00433,U0524,S01478,2026-03-17,browse,1,post_session_survey,There was too much lag during the early part of the session,there was too much lag during the early part of the session,-1,negative,0,0,1,0
F00434,U0668,S00249,2026-03-10,pricing,3,post_session_survey,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00435,U0206,S00207,2026-03-14,product_detail,4,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00436,U0322,S01679,2026-03-14,browse,1,in_app,It was hard to find pricing information,it was hard to find pricing information,-1,negative,1,1,0,0
F00437,U0407,S00178,2026-03-14,product_detail,1,in_app,I wanted to see pricing earlier in the journey,i wanted to see pricing earlier in the journey,0,neutral,1,1,0,0
F00438,U0581,S01973,2026-03-13,product_detail,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00439,U0043,S01690,2026-03-08,entry,1,in_app,The journey felt unclear and I was not sure where to go next,the journey felt unclear and i was not sure where to go next,0,neutral,1,0,0,1
F00440,U0007,S00200,2026-03-14,entry,3,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00441,U0734,S00209,2026-03-06,entry,3,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00442,U0736,S02367,2026-03-04,entry,3,post_session_survey,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00443,U0498,S00904,2026-03-13,browse,4,post_session_survey,The 3D model was realistic and useful,the 3d model was realistic and useful,2,positive,0,0,0,1
F00444,U0615,S00895,2026-03-17,product_detail,5,in_app,The showroom experience felt interactive and fun,the showroom experience felt interactive and fun,2,positive,0,0,0,1
F00445,U0453,S01949,2026-03-19,browse,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00446,U0152,S02276,2026-03-19,product_detail,3,post_session_survey,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00447,U0568,S02366,2026-03-07,entry,1,in_app,The pricing page was not easy to discover,the pricing page was not easy to discover,1,positive,0,1,0,0
F00448,U0014,S01803,2026-03-02,browse,5,in_app,The 3D model was realistic and useful,the 3d model was realistic and useful,2,positive,0,0,0,1
F00449,U0680,S00910,2026-03-07,product_detail,3,post_session_survey,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00450,U0630,S00206,2026-03-06,entry,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00451,U0159,S01861,2026-03-17,entry,2,post_session_survey,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00452,U0689,S01342,2026-03-13,entry,3,in_app,I wanted to see pricing earlier in the journey,i wanted to see pricing earlier in the journey,0,neutral,1,1,0,0
F00453,U0006,S01027,2026-03-04,product_detail,4,in_app,I liked the spec panel and the experience felt engaging,i liked the spec panel and the experience felt engaging,2,positive,0,0,0,1
F00454,U0157,S02178,2026-03-06,entry,2,in_app,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00455,U0499,S00272,2026-03-20,product_detail,1,in_app,The app was slow and laggy on my phone,the app was slow and laggy on my phone,-3,negative,0,0,1,0
F00456,U0758,S01187,2026-03-02,product_detail,3,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00457,U0732,S00027,2026-03-08,entry,1,in_app,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00458,U0583,S01130,2026-03-15,product_detail,4,in_app,I liked the spec panel and the experience felt engaging,i liked the spec panel and the experience felt engaging,2,positive,0,0,0,1
F00459,U0454,S00137,2026-03-05,product_detail,3,post_session_survey,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00460,U0209,S00288,2026-03-20,entry,1,in_app,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00461,U0717,S00286,2026-03-16,product_detail,3,in_app,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00462,U0195,S01554,2026-03-03,product_detail,1,in_app,Navigation was confusing and I could not figure out the next step,navigation was confusing and i could not figure out the next step,-2,negative,1,0,0,0
F00463,U0570,S01785,2026-03-10,product_detail,3,in_app,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00464,U0361,S01401,2026-03-05,entry,3,in_app,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00465,U0131,S02309,2026-03-08,entry,2,in_app,Navigation was confusing and I could not figure out the next step,navigation was confusing and i could not figure out the next step,-2,negative,1,0,0,0
F00466,U0559,S00906,2026-03-09,pricing,4,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00467,U0477,S00695,2026-03-09,product_detail,5,post_session_survey,I liked the spec panel and the experience felt engaging,i liked the spec panel and the experience felt engaging,2,positive,0,0,0,1
F00468,U0027,S02084,2026-03-03,pricing,5,in_app,I liked how detailed the content was once I found it,i liked how detailed the content was once i found it,2,positive,0,0,0,1
F00469,U0298,S00547,2026-03-06,browse,1,in_app,Pricing details were buried and took too many clicks to reach,pricing details were buried and took too many clicks to reach,-1,negative,0,1,0,0
F00470,U0195,S02312,2026-03-06,browse,4,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00471,U0395,S00030,2026-03-14,pricing,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00472,U0452,S02327,2026-03-10,entry,3,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00473,U0172,S00102,2026-03-17,entry,4,in_app,The showroom experience felt interactive and fun,the showroom experience felt interactive and fun,2,positive,0,0,0,1
F00474,U0038,S02140,2026-03-15,entry,1,post_session_survey,Navigation was confusing and I could not figure out the next step,navigation was confusing and i could not figure out the next step,-2,negative,1,0,0,0
F00475,U0205,S01269,2026-03-02,browse,2,in_app,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00476,U0760,S02384,2026-03-20,product_detail,5,in_app,I liked how detailed the content was once I found it,i liked how detailed the content was once i found it,2,positive,0,0,0,1
F00477,U0066,S00180,2026-03-08,entry,4,post_session_survey,I liked the spec panel and the experience felt engaging,i liked the spec panel and the experience felt engaging,2,positive,0,0,0,1
F00478,U0709,S01331,2026-03-20,product_detail,2,in_app,The journey felt unclear and I was not sure where to go next,the journey felt unclear and i was not sure where to go next,0,neutral,1,0,0,1
F00479,U0521,S02326,2026-03-19,entry,3,in_app,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00480,U0715,S01258,2026-03-01,product_detail,3,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00481,U0623,S01504,2026-03-18,entry,4,post_session_survey,The layout was easy to use,the layout was easy to use,1,positive,1,0,0,0
F00482,U0213,S01666,2026-03-15,pricing,4,in_app,The product information was clear and easy to explore,the product information was clear and easy to explore,2,positive,0,0,0,1
F00483,U0159,S01094,2026-03-17,entry,2,post_session_survey,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00484,U0784,S01501,2026-03-03,application,4,in_app,I liked how detailed the content was once I found it,i liked how detailed the content was once i found it,2,positive,0,0,0,1
F00485,U0217,S01402,2026-03-06,entry,2,post_session_survey,I wanted to see pricing earlier in the journey,i wanted to see pricing earlier in the journey,0,neutral,1,1,0,0
F00486,U0317,S02167,2026-03-02,product_detail,2,in_app,It was hard to find pricing information,it was hard to find pricing information,-1,negative,1,1,0,0
F00487,U0662,S00109,2026-03-11,product_detail,1,post_session_survey,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00488,U0756,S00682,2026-03-08,product_detail,2,in_app,There was too much lag during the early part of the session,there was too much lag during the early part of the session,-1,negative,0,0,1,0
F00489,U0538,S02282,2026-03-01,pricing,1,in_app,The journey felt unclear and I was not sure where to go next,the journey felt unclear and i was not sure where to go next,0,neutral,1,0,0,1
F00490,U0652,S02138,2026-03-08,product_detail,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00491,U0226,S01097,2026-03-15,entry,1,post_session_survey,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00492,U0210,S01482,2026-03-15,browse,5,in_app,The steps were clear and easy to follow,the steps were clear and easy to follow,2,positive,0,0,0,1
F00493,U0272,S00673,2026-03-09,product_detail,1,in_app,The app was slow and laggy on my phone,the app was slow and laggy on my phone,-3,negative,0,0,1,0
F00494,U0404,S00460,2026-03-17,entry,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00495,U0568,S01117,2026-03-04,application,2,in_app,Navigation was confusing and I could not figure out the next step,navigation was confusing and i could not figure out the next step,-2,negative,1,0,0,0
F00496,U0344,S00853,2026-03-04,product_detail,4,in_app,I could find the information I needed quickly,i could find the information i needed quickly,0,neutral,1,0,0,0
F00497,U0361,S01401,2026-03-05,entry,4,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00498,U0645,S00190,2026-03-18,entry,3,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00499,U0179,S02338,2026-03-05,entry,3,post_session_survey,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00500,U0568,S02366,2026-03-07,entry,2,post_session_survey,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00501,U0366,S01672,2026-03-14,browse,1,in_app,Navigation was confusing and I could not figure out the next step,navigation was confusing and i could not figure out the next step,-2,negative,1,0,0,0
F00502,U0321,S01290,2026-03-06,entry,3,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00503,U0285,S00753,2026-03-20,browse,4,post_session_survey,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00504,U0112,S01952,2026-03-12,application,3,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00505,U0473,S01642,2026-03-10,browse,2,in_app,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00506,U0712,S00398,2026-03-20,entry,1,in_app,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00507,U0667,S02189,2026-03-12,entry,1,in_app,It was hard to find pricing information,it was hard to find pricing information,-1,negative,1,1,0,0
F00508,U0395,S01975,2026-03-07,browse,3,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00509,U0679,S02281,2026-03-20,browse,5,post_session_survey,The product information was clear and easy to explore,the product information was clear and easy to explore,2,positive,0,0,0,1
F00510,U0176,S01736,2026-03-12,entry,2,in_app,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00511,U0570,S01468,2026-03-06,entry,4,post_session_survey,I liked the spec panel and the experience felt engaging,i liked the spec panel and the experience felt engaging,2,positive,0,0,0,1
F00512,U0268,S01011,2026-03-18,application,4,in_app,Navigation felt smooth and simple,navigation felt smooth and simple,1,positive,1,0,0,0
F00513,U0403,S02244,2026-03-20,entry,3,post_session_survey,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00514,U0299,S02078,2026-03-10,product_detail,1,in_app,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00515,U0723,S00108,2026-03-19,product_detail,3,post_session_survey,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00516,U0102,S00060,2026-03-01,pricing,2,in_app,Pricing details were buried and took too many clicks to reach,pricing details were buried and took too many clicks to reach,-1,negative,0,1,0,0
F00517,U0276,S00911,2026-03-18,entry,4,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00518,U0103,S01943,2026-03-13,browse,4,post_session_survey,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00519,U0329,S02368,2026-03-17,pricing,1,in_app,I had trouble locating cost information quickly,i had trouble locating cost information quickly,-1,negative,0,1,0,0
F00520,U0500,S00368,2026-03-15,pricing,2,in_app,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00521,U0239,S01424,2026-03-15,browse,1,in_app,There was too much lag during the early part of the session,there was too much lag during the early part of the session,-1,negative,0,0,1,0
F00522,U0187,S00922,2026-03-03,entry,3,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00523,U0452,S02327,2026-03-10,entry,2,in_app,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00524,U0283,S02020,2026-03-04,browse,1,post_session_survey,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00525,U0565,S02012,2026-03-02,product_detail,2,post_session_survey,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00526,U0583,S01130,2026-03-15,product_detail,4,post_session_survey,I liked the spec panel and the experience felt engaging,i liked the spec panel and the experience felt engaging,2,positive,0,0,0,1
F00527,U0484,S01003,2026-03-09,browse,3,post_session_survey,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00528,U0637,S00662,2026-03-14,entry,1,post_session_survey,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00529,U0243,S00138,2026-03-15,entry,2,post_session_survey,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00530,U0772,S02075,2026-03-07,application,4,in_app,The product information was clear and easy to explore,the product information was clear and easy to explore,2,positive,0,0,0,1
F00531,U0453,S01949,2026-03-19,browse,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00532,U0030,S02400,2026-03-09,entry,3,post_session_survey,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00533,U0592,S02393,2026-03-16,product_detail,1,post_session_survey,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00534,U0282,S01336,2026-03-09,entry,4,in_app,I liked how detailed the content was once I found it,i liked how detailed the content was once i found it,2,positive,0,0,0,1
F00535,U0023,S01842,2026-03-13,product_detail,5,post_session_survey,Navigation felt smooth and simple,navigation felt smooth and simple,1,positive,1,0,0,0
F00536,U0200,S02270,2026-03-15,pricing,3,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00537,U0696,S02038,2026-03-14,entry,1,post_session_survey,The journey felt unclear and I was not sure where to go next,the journey felt unclear and i was not sure where to go next,0,neutral,1,0,0,1
F00538,U0453,S00604,2026-03-07,entry,2,in_app,I kept clicking around and still could not find the pricing page,i kept clicking around and still could not find the pricing page,-1,negative,1,1,0,0
F00539,U0573,S01087,2026-03-11,product_detail,3,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00540,U0449,S00315,2026-03-09,browse,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00541,U0411,S02291,2026-03-02,browse,1,in_app,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00542,U0143,S01449,2026-03-06,pricing,4,post_session_survey,The showroom experience felt interactive and fun,the showroom experience felt interactive and fun,2,positive,0,0,0,1
F00543,U0689,S00559,2026-03-12,entry,2,post_session_survey,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00544,U0458,S01609,2026-03-19,browse,5,post_session_survey,It was easy to move from product details to pricing,it was easy to move from product details to pricing,1,positive,0,1,0,0
F00545,U0524,S01478,2026-03-17,browse,4,post_session_survey,I found some information but did not continue further,i found some information but did not continue further,0,neutral,0,0,0,0
F00546,U0138,S00866,2026-03-14,pricing,1,in_app,Pricing details were buried and took too many clicks to reach,pricing details were buried and took too many clicks to reach,-1,negative,0,1,0,0
F00547,U0124,S00277,2026-03-03,browse,1,post_session_survey,There was too much lag during the early part of the session,there was too much lag during the early part of the session,-1,negative,0,0,1,0
F00548,U0458,S01609,2026-03-19,browse,3,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00549,U0274,S01251,2026-03-03,entry,4,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00550,U0131,S01850,2026-03-11,browse,1,in_app,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00551,U0274,S01251,2026-03-03,entry,1,in_app,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00552,U0258,S02045,2026-03-01,browse,4,in_app,It was easy to move from product details to pricing,it was easy to move from product details to pricing,1,positive,0,1,0,0
F00553,U0031,S01327,2026-03-17,browse,1,in_app,The journey felt unclear and I was not sure where to go next,the journey felt unclear and i was not sure where to go next,0,neutral,1,0,0,1
F00554,U0343,S01347,2026-03-17,entry,4,post_session_survey,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00555,U0489,S02105,2026-03-13,product_detail,1,in_app,It was hard to find pricing information,it was hard to find pricing information,-1,negative,1,1,0,0
F00556,U0049,S00973,2026-03-20,product_detail,2,in_app,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00557,U0718,S00326,2026-03-20,browse,3,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00558,U0433,S00066,2026-03-14,browse,3,post_session_survey,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00559,U0713,S01807,2026-03-09,entry,3,post_session_survey,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00560,U0210,S01482,2026-03-15,browse,4,post_session_survey,The showroom experience felt interactive and fun,the showroom experience felt interactive and fun,2,positive,0,0,0,1
F00561,U0571,S01685,2026-03-10,entry,5,in_app,The product information was clear and easy to explore,the product information was clear and easy to explore,2,positive,0,0,0,1
F00562,U0734,S00521,2026-03-04,entry,4,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00563,U0285,S00333,2026-03-05,pricing,4,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00564,U0203,S00035,2026-03-11,entry,4,in_app,I liked how detailed the content was once I found it,i liked how detailed the content was once i found it,2,positive,0,0,0,1
F00565,U0655,S00847,2026-03-05,entry,2,post_session_survey,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00566,U0718,S01415,2026-03-13,entry,3,in_app,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00567,U0707,S00946,2026-03-09,product_detail,4,in_app,I looked through a few sections and then left,i looked through a few sections and then left,0,neutral,0,0,0,0
F00568,U0207,S01056,2026-03-11,entry,5,post_session_survey,The steps were clear and easy to follow,the steps were clear and easy to follow,2,positive,0,0,0,1
F00569,U0427,S02173,2026-03-07,browse,5,post_session_survey,It was easy to move from product details to pricing,it was easy to move from product details to pricing,1,positive,0,1,0,0
F00570,U0462,S00841,2026-03-09,browse,1,in_app,The 3D view looked interesting but performance was poor,the 3d view looked interesting but performance was poor,-1,negative,0,0,0,0
F00571,U0488,S01235,2026-03-05,entry,3,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00572,U0260,S01878,2026-03-15,entry,2,in_app,The page response time felt slow on mobile,the page response time felt slow on mobile,-1,negative,0,0,1,0
F00573,U0527,S00955,2026-03-10,entry,5,post_session_survey,The showroom experience felt interactive and fun,the showroom experience felt interactive and fun,2,positive,0,0,0,1
F00574,U0406,S01487,2026-03-15,product_detail,4,in_app,It was easy to move from product details to pricing,it was easy to move from product details to pricing,1,positive,0,1,0,0
F00575,U0420,S02069,2026-03-11,entry,2,in_app,It was hard to find pricing information,it was hard to find pricing information,-1,negative,1,1,0,0
F00576,U0152,S02280,2026-03-06,entry,2,post_session_survey,The menu layout was not intuitive for a first-time user,the menu layout was not intuitive for a first time user,-1,negative,1,0,0,0
F00577,U0317,S00359,2026-03-03,entry,1,in_app,The app was slow and laggy on my phone,the app was slow and laggy on my phone,-3,negative,0,0,1,0
F00578,U0347,S02228,2026-03-07,entry,3,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
F00579,U0192,S01185,2026-03-13,browse,3,in_app,The experience was okay overall,the experience was okay overall,0,neutral,0,0,0,0
F00580,U0406,S00630,2026-03-06,entry,1,post_session_survey,Loading felt too slow and made the experience frustrating,loading felt too slow and made the experience frustrating,-2,negative,0,0,1,0
F00581,U0718,S01105,2026-03-16,product_detail,1,post_session_survey,The pricing page was not easy to discover,the pricing page was not easy to discover,1,positive,0,1,0,0
F00582,U0001,S02352,2026-03-18,pricing,3,in_app,The app worked fine but did not stand out,the app worked fine but did not stand out,0,neutral,0,0,0,0
F00583,U0758,S01187,2026-03-02,product_detail,3,in_app,Some parts were useful but others were average,some parts were useful but others were average,1,positive,0,0,0,1
