session_id,user_id,user_type,device_type,region,num_events,session_start_time,session_end_time,session_length_sec,viewed_3d_flag,viewed_specs_flag,viewed_pricing_flag,application_intent_flag,dropoff_stage
S01131,U0269,new,mobile,West,3,2026-03-17 18:57:16,2026-03-17 18:58:15,59,0,0,0,0,entry
S01132,U0253,new,mobile,East,3,2026-03-03 05:07:21,2026-03-03 05:08:04,43,0,0,0,0,entry
S01133,U0217,new,mobile,East,4,2026-03-09 19:25:47,2026-03-09 19:27:01,74,0,0,0,0,browse
S01134,U0694,returning,mobile,South,9,2026-03-15 20:33:29,2026-03-15 20:36:43,193,1,1,1,1,application
S01135,U0260,new,desktop,East,4,2026-03-04 22:26:38,2026-03-04 22:27:13,34,0,0,0,0,browse
S01136,U0025,new,mobile,East,3,2026-03-08 11:27:33,2026-03-08 11:28:28,54,0,0,0,0,entry
S01137,U0727,new,mobile,West,3,2026-03-16 04:56:06,2026-03-16 04:56:32,26,0,0,0,0,entry
S01138,U0247,returning,mobile,South,3,2026-03-05 22:10:10,2026-03-05 22:10:57,46,0,0,0,0,entry
S01139,U0542,new,desktop,South,6,2026-03-01 07:06:41,2026-03-01 07:09:06,145,1,0,0,0,product_detail
S01140,U0088,new,mobile,North,3,2026-03-12 23:27:54,2026-03-12 23:28:30,36,0,0,0,0,entry
S01141,U0654,new,desktop,North,4,2026-03-17 00:10:10,2026-03-17 00:11:47,96,0,0,0,0,browse
S01142,U0455,new,desktop,South,3,2026-03-02 22:15:24,2026-03-02 22:16:48,83,0,0,0,0,entry
S01143,U0413,returning,desktop,East,9,2026-03-06 22:33:20,2026-03-06 22:37:05,224,1,1,1,1,application
S01144,U0512,returning,desktop,East,3,2026-03-02 08:04:37,2026-03-02 08:05:48,71,0,0,0,0,entry
S01145,U0126,returning,mobile,North,8,2026-03-04 12:41:12,2026-03-04 12:43:44,152,1,1,1,0,pricing
S01146,U0399,new,mobile,South,3,2026-03-11 02:53:42,2026-03-11 02:54:11,29,0,0,0,0,entry
S01147,U0327,returning,desktop,South,4,2026-03-15 19:59:08,2026-03-15 20:01:09,120,0,0,0,0,browse
S01148,U0466,returning,mobile,East,7,2026-03-12 01:15:12,2026-03-12 01:17:22,130,0,1,0,1,application
S01149,U0778,new,mobile,South,3,2026-03-10 04:44:53,2026-03-10 04:45:32,39,0,0,0,0,entry
S01150,U0291,returning,mobile,North,7,2026-03-02 13:49:19,2026-03-02 13:51:24,125,1,0,1,0,pricing
S01151,U0611,new,mobile,South,4,2026-03-11 01:01:53,2026-03-11 01:03:04,70,0,0,0,0,browse
S01152,U0491,new,mobile,West,6,2026-03-02 09:53:41,2026-03-02 09:56:01,140,1,0,0,0,product_detail
S01153,U0691,new,mobile,South,3,2026-03-18 13:48:13,2026-03-18 13:49:17,64,0,0,0,0,entry
S01154,U0349,new,mobile,North,3,2026-03-15 18:40:39,2026-03-15 18:41:23,44,0,0,0,0,entry
S01155,U0001,new,desktop,South,7,2026-03-14 23:02:41,2026-03-14 23:06:00,199,0,1,1,0,pricing
S01156,U0143,returning,mobile,North,4,2026-03-18 16:46:51,2026-03-18 16:48:45,114,0,0,0,0,browse
S01157,U0185,new,desktop,North,4,2026-03-15 19:00:16,2026-03-15 19:01:12,56,0,0,0,0,browse
S01158,U0181,returning,mobile,East,4,2026-03-03 20:51:38,2026-03-03 20:53:00,81,0,0,0,0,browse
S01159,U0710,returning,mobile,South,4,2026-03-18 21:36:23,2026-03-18 21:37:53,89,0,0,0,0,browse
S01160,U0387,returning,mobile,West,6,2026-03-02 02:30:04,2026-03-02 02:32:35,150,0,1,0,0,product_detail
S01161,U0150,returning,mobile,East,3,2026-03-16 13:11:13,2026-03-16 13:11:51,37,0,0,0,0,entry
S01162,U0105,new,mobile,South,3,2026-03-20 04:19:20,2026-03-20 04:19:51,30,0,0,0,0,entry
S01163,U0608,new,desktop,South,8,2026-03-13 07:10:05,2026-03-13 07:12:42,156,1,1,1,0,pricing
S01164,U0540,new,mobile,North,4,2026-03-15 22:50:31,2026-03-15 22:51:07,36,0,0,0,0,browse
S01165,U0130,new,desktop,West,4,2026-03-09 04:51:44,2026-03-09 04:52:58,74,0,0,0,0,browse
S01166,U0337,returning,mobile,North,6,2026-03-04 07:04:56,2026-03-04 07:07:38,162,0,1,0,0,product_detail
S01167,U0483,returning,mobile,South,6,2026-03-12 05:24:30,2026-03-12 05:26:47,136,1,0,0,0,product_detail
S01168,U0565,new,mobile,North,3,2026-03-14 11:24:50,2026-03-14 11:25:33,42,0,0,0,0,entry
S01169,U0626,returning,desktop,South,7,2026-03-15 00:21:30,2026-03-15 00:23:08,97,1,1,0,0,product_detail
S01170,U0531,returning,mobile,West,4,2026-03-10 02:35:36,2026-03-10 02:37:12,96,0,0,0,0,browse
S01171,U0320,new,desktop,East,6,2026-03-15 16:50:22,2026-03-15 16:52:21,118,1,0,0,0,product_detail
S01172,U0130,new,desktop,West,3,2026-03-18 05:30:42,2026-03-18 05:31:09,27,0,0,0,0,entry
S01173,U0638,new,mobile,North,3,2026-03-03 02:33:48,2026-03-03 02:34:42,53,0,0,0,0,entry
S01174,U0126,returning,mobile,North,3,2026-03-11 23:15:16,2026-03-11 23:15:56,40,0,0,0,0,entry
S01175,U0779,returning,mobile,East,4,2026-03-08 08:06:47,2026-03-08 08:07:40,52,0,0,0,0,browse
S01176,U0607,new,desktop,East,7,2026-03-19 21:05:44,2026-03-19 21:07:56,132,1,0,1,0,pricing
S01177,U0487,returning,mobile,North,4,2026-03-04 17:45:24,2026-03-04 17:46:39,74,0,0,0,0,browse
S01178,U0176,new,mobile,North,5,2026-03-08 12:47:49,2026-03-08 12:49:13,83,0,0,0,0,product_detail
S01179,U0289,returning,desktop,South,4,2026-03-05 23:31:48,2026-03-05 23:32:55,66,0,0,0,0,browse
S01180,U0023,returning,mobile,East,6,2026-03-03 19:28:45,2026-03-03 19:30:09,83,0,1,0,0,product_detail
S01181,U0308,returning,mobile,West,6,2026-03-12 07:58:29,2026-03-12 07:59:50,81,0,1,0,0,product_detail
S01182,U0330,new,desktop,East,6,2026-03-19 09:51:16,2026-03-19 09:53:20,123,0,1,0,0,product_detail
S01183,U0049,returning,mobile,North,6,2026-03-07 22:56:15,2026-03-07 22:58:21,126,0,0,0,1,application
S01184,U0231,returning,mobile,West,6,2026-03-04 14:59:08,2026-03-04 15:00:41,93,1,0,0,0,product_detail
S01185,U0192,new,mobile,South,4,2026-03-13 11:27:43,2026-03-13 11:28:48,65,0,0,0,0,browse
S01186,U0701,returning,desktop,West,7,2026-03-14 08:01:43,2026-03-14 08:04:02,138,1,0,1,0,pricing
S01187,U0758,returning,mobile,East,6,2026-03-02 17:30:07,2026-03-02 17:32:48,161,0,1,0,0,product_detail
S01188,U0786,new,desktop,South,3,2026-03-04 03:46:24,2026-03-04 03:47:03,39,0,0,0,0,entry
S01189,U0395,new,mobile,South,4,2026-03-03 13:42:24,2026-03-03 13:43:08,44,0,0,0,0,browse
S01190,U0493,new,mobile,East,3,2026-03-10 12:18:29,2026-03-10 12:19:26,56,0,0,0,0,entry
S01191,U0277,returning,mobile,North,6,2026-03-16 06:41:35,2026-03-16 06:44:04,148,0,1,0,0,product_detail
S01192,U0336,new,mobile,West,5,2026-03-18 07:17:36,2026-03-18 07:19:36,119,0,0,0,0,product_detail
S01193,U0756,new,mobile,South,4,2026-03-03 06:07:39,2026-03-03 06:08:55,75,0,0,0,0,browse
S01194,U0725,new,mobile,North,5,2026-03-17 14:44:14,2026-03-17 14:46:24,130,0,0,0,0,product_detail
S01195,U0245,new,mobile,North,3,2026-03-04 11:43:26,2026-03-04 11:44:29,62,0,0,0,0,entry
S01196,U0724,returning,mobile,East,3,2026-03-10 12:24:04,2026-03-10 12:24:44,39,0,0,0,0,entry
S01197,U0010,new,mobile,South,7,2026-03-12 00:03:23,2026-03-12 00:05:22,118,1,0,1,0,pricing
S01198,U0711,new,desktop,West,4,2026-03-12 04:41:33,2026-03-12 04:42:35,62,0,0,0,0,browse
S01199,U0440,returning,mobile,East,7,2026-03-14 22:46:27,2026-03-14 22:48:28,120,0,1,1,0,pricing
S01200,U0013,new,mobile,West,3,2026-03-16 18:19:58,2026-03-16 18:20:29,30,0,0,0,0,entry
S01201,U0684,new,desktop,West,7,2026-03-12 04:32:14,2026-03-12 04:35:15,180,1,1,0,0,product_detail
S01202,U0691,new,mobile,South,4,2026-03-04 20:38:09,2026-03-04 20:39:19,70,0,0,0,0,browse
S01203,U0651,returning,mobile,South,6,2026-03-06 01:18:27,2026-03-06 01:21:15,167,0,1,0,0,product_detail
S01204,U0777,new,mobile,South,4,2026-03-17 20:21:42,2026-03-17 20:22:24,42,0,0,0,0,browse
S01205,U0472,new,mobile,East,5,2026-03-12 19:28:57,2026-03-12 19:31:04,126,0,0,0,0,product_detail
S01206,U0484,new,mobile,South,3,2026-03-14 11:21:43,2026-03-14 11:22:25,42,0,0,0,0,entry
S01207,U0195,new,desktop,South,4,2026-03-08 11:26:37,2026-03-08 11:27:56,79,0,0,0,0,browse
S01208,U0378,new,desktop,West,8,2026-03-17 15:20:15,2026-03-17 15:23:25,189,1,1,0,1,application
S01209,U0612,new,mobile,East,3,2026-03-20 19:57:23,2026-03-20 19:58:16,52,0,0,0,0,entry
S01210,U0458,returning,mobile,West,3,2026-03-20 15:45:56,2026-03-20 15:46:13,16,0,0,0,0,entry
S01211,U0683,new,mobile,South,6,2026-03-11 23:52:36,2026-03-11 23:55:27,170,0,1,0,0,product_detail
S01212,U0091,new,mobile,North,3,2026-03-05 17:59:02,2026-03-05 17:59:43,41,0,0,0,0,entry
S01213,U0610,new,mobile,South,6,2026-03-14 20:12:36,2026-03-14 20:14:46,129,1,0,0,0,product_detail
S01214,U0329,new,desktop,North,3,2026-03-15 20:13:09,2026-03-15 20:14:14,65,0,0,0,0,entry
S01215,U0777,new,mobile,South,4,2026-03-08 03:22:29,2026-03-08 03:23:42,73,0,0,0,0,browse
S01216,U0198,new,desktop,East,6,2026-03-01 00:29:28,2026-03-01 00:31:11,103,1,0,0,0,product_detail
S01217,U0055,new,desktop,South,3,2026-03-11 11:29:33,2026-03-11 11:30:43,69,0,0,0,0,entry
S01218,U0027,returning,mobile,North,7,2026-03-08 17:19:21,2026-03-08 17:22:12,170,1,0,1,0,pricing
S01219,U0380,returning,desktop,East,4,2026-03-12 12:37:57,2026-03-12 12:39:04,66,0,0,0,0,browse
S01220,U0581,returning,desktop,South,7,2026-03-09 17:52:58,2026-03-09 17:54:31,93,1,1,0,0,product_detail
S01221,U0719,returning,mobile,West,6,2026-03-16 17:42:50,2026-03-16 17:44:26,96,0,0,1,0,pricing
S01222,U0018,new,desktop,South,5,2026-03-04 07:56:11,2026-03-04 07:58:41,149,0,0,0,0,product_detail
S01223,U0475,new,mobile,North,3,2026-03-16 03:04:06,2026-03-16 03:04:54,48,0,0,0,0,entry
S01224,U0488,new,mobile,East,3,2026-03-11 07:04:13,2026-03-11 07:05:24,71,0,0,0,0,entry
S01225,U0034,new,mobile,West,3,2026-03-09 14:58:53,2026-03-09 14:59:26,32,0,0,0,0,entry
S01226,U0759,returning,mobile,East,8,2026-03-15 16:11:22,2026-03-15 16:14:27,185,1,1,1,0,pricing
S01227,U0175,new,mobile,East,3,2026-03-14 23:44:58,2026-03-14 23:45:31,33,0,0,0,0,entry
S01228,U0390,new,mobile,West,4,2026-03-14 18:58:16,2026-03-14 18:59:28,72,0,0,0,0,browse
S01229,U0614,new,mobile,South,5,2026-03-12 16:30:47,2026-03-12 16:32:07,80,0,0,0,0,product_detail
S01230,U0061,returning,desktop,West,4,2026-03-13 13:08:41,2026-03-13 13:10:10,89,0,0,0,0,browse
S01231,U0483,returning,mobile,South,4,2026-03-06 22:51:27,2026-03-06 22:52:53,85,0,0,0,0,browse
S01232,U0697,returning,mobile,West,4,2026-03-14 02:06:18,2026-03-14 02:08:05,106,0,0,0,0,browse
S01233,U0446,new,desktop,North,7,2026-03-09 08:07:48,2026-03-09 08:10:47,178,1,1,0,0,product_detail
S01234,U0637,new,mobile,East,5,2026-03-18 19:28:40,2026-03-18 19:30:23,103,0,0,0,0,product_detail
S01235,U0488,new,mobile,East,3,2026-03-05 01:34:50,2026-03-05 01:35:38,48,0,0,0,0,entry
S01236,U0181,returning,mobile,East,3,2026-03-18 15:29:30,2026-03-18 15:30:30,59,0,0,0,0,entry
S01237,U0064,returning,mobile,East,4,2026-03-16 06:35:37,2026-03-16 06:37:06,89,0,0,0,0,browse
S01238,U0028,new,mobile,East,3,2026-03-02 06:04:14,2026-03-02 06:05:19,65,0,0,0,0,entry
S01239,U0343,new,mobile,West,3,2026-03-07 23:04:56,2026-03-07 23:05:40,44,0,0,0,0,entry
S01240,U0653,returning,mobile,West,5,2026-03-13 06:31:51,2026-03-13 06:32:52,60,0,0,0,0,product_detail
S01241,U0626,returning,desktop,South,8,2026-03-07 19:40:40,2026-03-07 19:43:14,154,1,1,1,0,pricing
S01242,U0239,new,desktop,North,7,2026-03-16 23:59:09,2026-03-17 00:01:37,148,1,1,0,0,product_detail
S01243,U0778,new,mobile,South,6,2026-03-20 09:40:04,2026-03-20 09:41:34,89,0,1,0,0,product_detail
S01244,U0468,new,desktop,West,6,2026-03-20 22:41:19,2026-03-20 22:43:24,124,1,0,0,0,product_detail
S01245,U0195,new,desktop,South,4,2026-03-18 14:55:30,2026-03-18 14:56:45,74,0,0,0,0,browse
S01246,U0449,new,desktop,East,3,2026-03-18 19:47:46,2026-03-18 19:48:19,32,0,0,0,0,entry
S01247,U0551,returning,mobile,North,8,2026-03-07 10:01:17,2026-03-07 10:03:48,150,0,1,1,1,application
S01248,U0289,returning,desktop,South,4,2026-03-19 02:39:51,2026-03-19 02:41:15,83,0,0,0,0,browse
S01249,U0426,returning,mobile,North,4,2026-03-12 12:28:06,2026-03-12 12:29:16,70,0,0,0,0,browse
S01250,U0407,new,desktop,East,6,2026-03-01 06:54:38,2026-03-01 06:57:01,142,1,0,0,0,product_detail
S01251,U0274,new,mobile,East,3,2026-03-03 08:43:07,2026-03-03 08:44:29,81,0,0,0,0,entry
S01252,U0451,returning,desktop,North,7,2026-03-11 11:32:00,2026-03-11 11:34:56,175,0,1,1,0,pricing
S01253,U0589,new,desktop,South,3,2026-03-07 04:44:55,2026-03-07 04:46:21,85,0,0,0,0,entry
S01254,U0734,new,mobile,South,5,2026-03-12 04:36:54,2026-03-12 04:38:47,112,0,0,0,0,product_detail
S01255,U0677,returning,desktop,East,8,2026-03-17 10:47:57,2026-03-17 10:49:35,97,1,1,1,0,pricing
S01256,U0794,new,mobile,East,3,2026-03-03 08:54:49,2026-03-03 08:55:36,46,0,0,0,0,entry
S01257,U0770,returning,mobile,East,5,2026-03-09 12:46:23,2026-03-09 12:47:39,75,0,0,0,0,product_detail
S01258,U0715,new,mobile,East,5,2026-03-01 13:48:23,2026-03-01 13:50:04,100,0,0,0,0,product_detail
S01259,U0128,returning,desktop,South,7,2026-03-15 13:10:01,2026-03-15 13:12:10,129,0,1,1,0,pricing
S01260,U0324,new,desktop,West,3,2026-03-16 22:22:39,2026-03-16 22:24:04,84,0,0,0,0,entry
S01261,U0556,returning,mobile,East,6,2026-03-03 16:34:18,2026-03-03 16:35:56,97,0,1,0,0,product_detail
S01262,U0742,returning,desktop,South,4,2026-03-12 00:09:00,2026-03-12 00:10:16,75,0,0,0,0,browse
S01263,U0205,new,mobile,East,3,2026-03-04 22:21:07,2026-03-04 22:21:36,29,0,0,0,0,entry
S01264,U0026,new,mobile,North,5,2026-03-10 06:59:47,2026-03-10 07:01:07,79,0,0,0,0,product_detail
S01265,U0375,new,mobile,North,3,2026-03-05 07:39:05,2026-03-05 07:39:45,40,0,0,0,0,entry
S01266,U0099,new,desktop,North,4,2026-03-05 20:53:53,2026-03-05 20:55:20,86,0,0,0,0,browse
S01267,U0676,new,desktop,East,8,2026-03-12 22:38:38,2026-03-12 22:41:55,196,1,1,0,1,application
S01268,U0502,new,desktop,North,3,2026-03-11 17:14:23,2026-03-11 17:14:53,29,0,0,0,0,entry
S01269,U0205,new,mobile,East,4,2026-03-02 18:28:43,2026-03-02 18:29:51,67,0,0,0,0,browse
S01270,U0662,new,mobile,West,3,2026-03-01 10:55:52,2026-03-01 10:56:40,48,0,0,0,0,entry
S01271,U0767,returning,mobile,East,8,2026-03-16 13:01:20,2026-03-16 13:03:26,126,1,1,0,1,application
S01272,U0328,new,desktop,East,4,2026-03-01 02:09:27,2026-03-01 02:11:12,104,0,0,0,0,browse
S01273,U0651,returning,mobile,South,8,2026-03-10 19:17:46,2026-03-10 19:20:07,140,1,1,0,1,application
S01274,U0218,returning,desktop,North,6,2026-03-13 23:50:14,2026-03-13 23:52:04,110,0,1,0,0,product_detail
S01275,U0520,new,mobile,West,4,2026-03-16 16:56:53,2026-03-16 16:58:07,74,0,0,0,0,browse
S01276,U0484,new,mobile,South,5,2026-03-02 22:52:10,2026-03-02 22:54:06,116,0,0,0,0,product_detail
S01277,U0196,returning,mobile,East,3,2026-03-14 11:00:19,2026-03-14 11:00:53,34,0,0,0,0,entry
S01278,U0039,new,mobile,West,3,2026-03-08 06:06:16,2026-03-08 06:06:54,37,0,0,0,0,entry
S01279,U0397,returning,mobile,South,4,2026-03-17 17:16:47,2026-03-17 17:17:57,70,0,0,0,0,browse
S01280,U0103,returning,mobile,North,7,2026-03-11 15:08:38,2026-03-11 15:10:14,96,0,1,0,1,application
S01281,U0630,new,mobile,South,3,2026-03-12 20:59:55,2026-03-12 21:00:31,36,0,0,0,0,entry
S01282,U0222,returning,mobile,South,7,2026-03-16 14:48:43,2026-03-16 14:51:02,138,1,0,1,0,pricing
S01283,U0223,new,mobile,South,7,2026-03-02 08:39:14,2026-03-02 08:41:27,133,1,0,0,1,application
S01284,U0395,new,mobile,South,3,2026-03-12 03:01:12,2026-03-12 03:02:03,51,0,0,0,0,entry
S01285,U0786,new,desktop,South,7,2026-03-06 15:43:26,2026-03-06 15:45:18,111,1,1,0,0,product_detail
S01286,U0058,returning,mobile,West,3,2026-03-16 00:13:40,2026-03-16 00:14:05,24,0,0,0,0,entry
S01287,U0479,returning,mobile,North,3,2026-03-04 04:02:37,2026-03-04 04:02:56,19,0,0,0,0,entry
S01288,U0136,returning,mobile,East,7,2026-03-02 05:06:09,2026-03-02 05:08:53,164,0,0,1,1,application
S01289,U0560,returning,mobile,East,5,2026-03-20 20:24:11,2026-03-20 20:25:49,97,0,0,0,0,product_detail
S01290,U0321,new,desktop,South,3,2026-03-06 08:29:34,2026-03-06 08:29:58,23,0,0,0,0,entry
S01291,U0376,new,mobile,East,6,2026-03-09 04:30:59,2026-03-09 04:33:21,141,1,0,0,0,product_detail
S01292,U0578,new,mobile,North,6,2026-03-08 19:20:22,2026-03-08 19:22:06,103,0,1,0,0,product_detail
S01293,U0508,new,mobile,East,7,2026-03-03 22:20:21,2026-03-03 22:22:45,143,1,1,0,0,product_detail
S01294,U0537,new,desktop,North,6,2026-03-11 15:32:19,2026-03-11 15:33:47,88,0,1,0,0,product_detail
S01295,U0657,new,desktop,East,6,2026-03-15 20:46:22,2026-03-15 20:47:53,90,0,1,0,0,product_detail
S01296,U0668,returning,mobile,South,4,2026-03-01 04:12:29,2026-03-01 04:13:38,69,0,0,0,0,browse
S01297,U0212,new,mobile,East,3,2026-03-07 21:17:08,2026-03-07 21:18:12,63,0,0,0,0,entry
S01298,U0014,returning,desktop,South,6,2026-03-06 00:05:49,2026-03-06 00:08:16,147,0,0,1,0,pricing
S01299,U0245,new,mobile,North,7,2026-03-06 19:22:31,2026-03-06 19:25:07,155,1,1,0,0,product_detail
S01300,U0764,new,mobile,South,5,2026-03-03 03:16:33,2026-03-03 03:18:36,122,0,0,0,0,product_detail
S01301,U0242,new,mobile,South,5,2026-03-14 12:53:23,2026-03-14 12:54:46,82,0,0,0,0,product_detail
S01302,U0246,new,desktop,East,3,2026-03-16 00:32:51,2026-03-16 00:33:56,64,0,0,0,0,entry
S01303,U0277,returning,mobile,North,7,2026-03-06 07:44:15,2026-03-06 07:46:33,138,0,1,1,0,pricing
S01304,U0434,new,mobile,East,5,2026-03-20 08:03:38,2026-03-20 08:05:15,96,0,0,0,0,product_detail
S01305,U0291,returning,mobile,North,7,2026-03-17 06:23:10,2026-03-17 06:25:14,124,1,0,1,0,pricing
S01306,U0005,new,mobile,North,3,2026-03-07 02:26:25,2026-03-07 02:27:33,68,0,0,0,0,entry
S01307,U0064,returning,mobile,East,3,2026-03-02 01:14:03,2026-03-02 01:14:20,16,0,0,0,0,entry
S01308,U0248,new,desktop,West,4,2026-03-05 06:27:43,2026-03-05 06:28:37,53,0,0,0,0,browse
S01309,U0565,new,mobile,North,7,2026-03-03 19:36:46,2026-03-03 19:39:31,164,0,1,1,0,pricing
S01310,U0786,new,desktop,South,3,2026-03-05 19:46:51,2026-03-05 19:47:33,42,0,0,0,0,entry
S01311,U0664,new,mobile,South,4,2026-03-08 21:59:08,2026-03-08 21:59:55,47,0,0,0,0,browse
S01312,U0174,new,mobile,East,3,2026-03-05 20:28:57,2026-03-05 20:29:43,45,0,0,0,0,entry
S01313,U0671,new,desktop,East,3,2026-03-12 10:22:18,2026-03-12 10:23:34,75,0,0,0,0,entry
S01314,U0487,returning,mobile,North,7,2026-03-11 13:54:35,2026-03-11 13:57:04,148,1,0,1,0,pricing
S01315,U0441,new,desktop,East,4,2026-03-04 07:27:41,2026-03-04 07:29:14,93,0,0,0,0,browse
S01316,U0446,new,desktop,North,6,2026-03-07 13:06:30,2026-03-07 13:08:09,98,0,0,1,0,pricing
S01317,U0157,new,mobile,North,3,2026-03-07 19:27:49,2026-03-07 19:28:12,22,0,0,0,0,entry
S01318,U0158,new,mobile,South,6,2026-03-12 03:08:29,2026-03-12 03:10:18,108,1,0,0,0,product_detail
S01319,U0079,new,desktop,West,4,2026-03-04 19:20:08,2026-03-04 19:21:49,101,0,0,0,0,browse
S01320,U0761,new,desktop,East,3,2026-03-14 10:00:12,2026-03-14 10:00:39,27,0,0,0,0,entry
S01321,U0416,new,mobile,West,6,2026-03-13 15:57:08,2026-03-13 15:59:48,160,0,1,0,0,product_detail
S01322,U0585,new,mobile,East,3,2026-03-01 08:26:56,2026-03-01 08:27:46,49,0,0,0,0,entry
S01323,U0640,new,mobile,East,6,2026-03-08 22:39:49,2026-03-08 22:42:13,144,1,0,0,0,product_detail
S01324,U0334,new,desktop,West,6,2026-03-01 02:57:28,2026-03-01 02:59:20,111,0,0,1,0,pricing
S01325,U0078,returning,mobile,North,4,2026-03-11 07:59:12,2026-03-11 08:00:52,100,0,0,0,0,browse
S01326,U0500,returning,mobile,East,5,2026-03-11 23:33:58,2026-03-11 23:35:40,102,0,0,0,0,product_detail
S01327,U0031,returning,desktop,North,4,2026-03-17 19:47:41,2026-03-17 19:48:40,59,0,0,0,0,browse
S01328,U0169,new,mobile,North,3,2026-03-08 04:18:37,2026-03-08 04:19:41,64,0,0,0,0,entry
S01329,U0510,new,mobile,East,4,2026-03-01 09:16:47,2026-03-01 09:17:58,70,0,0,0,0,browse
S01330,U0535,new,desktop,East,7,2026-03-14 20:16:15,2026-03-14 20:18:48,153,1,1,0,0,product_detail
S01331,U0709,new,mobile,North,6,2026-03-20 04:07:33,2026-03-20 04:10:05,152,1,0,0,0,product_detail
S01332,U0253,new,mobile,East,3,2026-03-02 17:11:05,2026-03-02 17:11:58,52,0,0,0,0,entry
S01333,U0295,returning,mobile,South,7,2026-03-01 19:03:26,2026-03-01 19:06:41,194,0,1,1,0,pricing
S01334,U0334,new,desktop,West,6,2026-03-20 02:51:49,2026-03-20 02:53:49,119,1,0,0,0,product_detail
S01335,U0745,returning,mobile,South,6,2026-03-02 06:02:14,2026-03-02 06:04:36,141,0,0,1,0,pricing
S01336,U0282,returning,mobile,East,3,2026-03-09 20:57:38,2026-03-09 20:58:20,42,0,0,0,0,entry
S01337,U0256,returning,mobile,West,4,2026-03-14 13:31:08,2026-03-14 13:32:12,64,0,0,0,0,browse
S01338,U0274,new,mobile,East,6,2026-03-09 03:06:38,2026-03-09 03:09:05,146,0,1,0,0,product_detail
S01339,U0605,new,mobile,East,3,2026-03-18 01:26:09,2026-03-18 01:26:44,35,0,0,0,0,entry
S01340,U0422,new,desktop,West,3,2026-03-09 13:28:09,2026-03-09 13:29:06,57,0,0,0,0,entry
S01341,U0239,new,desktop,North,6,2026-03-07 17:26:55,2026-03-07 17:28:35,100,0,0,0,1,application
S01342,U0689,new,mobile,West,3,2026-03-13 04:06:57,2026-03-13 04:07:45,47,0,0,0,0,entry
S01343,U0075,returning,mobile,South,4,2026-03-18 05:30:11,2026-03-18 05:31:49,97,0,0,0,0,browse
S01344,U0571,new,mobile,North,5,2026-03-16 01:43:49,2026-03-16 01:45:13,83,0,0,0,0,product_detail
S01345,U0002,new,mobile,East,3,2026-03-02 22:42:09,2026-03-02 22:42:53,44,0,0,0,0,entry
S01346,U0236,new,mobile,South,4,2026-03-02 20:49:30,2026-03-02 20:50:15,44,0,0,0,0,browse
S01347,U0343,new,mobile,West,3,2026-03-17 22:04:47,2026-03-17 22:05:35,47,0,0,0,0,entry
S01348,U0337,returning,mobile,North,9,2026-03-05 22:59:16,2026-03-05 23:02:58,222,1,1,1,1,application
S01349,U0454,new,mobile,East,6,2026-03-11 04:44:36,2026-03-11 04:46:36,119,0,1,0,0,product_detail
S01350,U0312,returning,mobile,East,7,2026-03-01 12:50:14,2026-03-01 12:53:30,196,1,0,1,0,pricing
S01351,U0222,returning,mobile,South,7,2026-03-16 22:00:29,2026-03-16 22:04:10,221,1,1,0,0,product_detail
S01352,U0702,new,desktop,South,3,2026-03-12 02:48:30,2026-03-12 02:49:33,62,0,0,0,0,entry
S01353,U0348,returning,mobile,East,7,2026-03-20 03:49:43,2026-03-20 03:51:59,135,1,1,0,0,product_detail
S01354,U0495,new,mobile,West,4,2026-03-19 16:24:42,2026-03-19 16:25:28,45,0,0,0,0,browse
S01355,U0227,new,desktop,West,4,2026-03-12 01:35:47,2026-03-12 01:36:58,70,0,0,0,0,browse
S01356,U0647,new,mobile,East,3,2026-03-07 22:10:05,2026-03-07 22:10:35,29,0,0,0,0,entry
S01357,U0161,new,mobile,East,7,2026-03-04 21:56:15,2026-03-04 21:58:07,111,1,0,1,0,pricing
S01358,U0421,new,desktop,South,5,2026-03-07 07:41:53,2026-03-07 07:43:31,97,0,0,0,0,product_detail
S01359,U0661,new,mobile,West,5,2026-03-17 03:42:46,2026-03-17 03:44:16,89,0,0,0,0,product_detail
S01360,U0526,returning,mobile,East,3,2026-03-14 02:29:42,2026-03-14 02:30:34,51,0,0,0,0,entry
S01361,U0537,new,desktop,North,8,2026-03-03 22:46:23,2026-03-03 22:48:55,151,1,0,1,1,application
S01362,U0533,returning,mobile,East,3,2026-03-18 22:12:16,2026-03-18 22:13:30,74,0,0,0,0,entry
S01363,U0527,returning,mobile,West,5,2026-03-16 17:02:48,2026-03-16 17:04:46,118,0,0,0,0,product_detail
S01364,U0161,new,mobile,East,5,2026-03-20 09:47:12,2026-03-20 09:49:00,107,0,0,0,0,product_detail
S01365,U0706,returning,mobile,South,6,2026-03-01 23:20:55,2026-03-01 23:22:25,89,0,0,1,0,pricing
S01366,U0060,new,mobile,South,8,2026-03-15 23:43:57,2026-03-15 23:46:35,157,1,0,1,1,application
S01367,U0151,new,mobile,East,3,2026-03-05 17:40:58,2026-03-05 17:42:16,78,0,0,0,0,entry
S01368,U0439,new,mobile,West,6,2026-03-19 23:07:49,2026-03-19 23:09:18,89,1,0,0,0,product_detail
S01369,U0317,new,mobile,North,7,2026-03-17 10:25:04,2026-03-17 10:27:33,148,0,0,1,1,application
S01370,U0078,returning,mobile,North,9,2026-03-15 16:29:00,2026-03-15 16:32:18,198,1,1,1,1,application
