feedback_id,user_id,session_id,feedback_date,journey_stage,rating,feedback_text,source
F00642,U0690,S00781,2026-03-15,entry,2,It was hard to find the information I needed,in_app
F00643,U0152,S00518,2026-03-05,entry,3,I looked through a few sections and then left,post_session_survey
F00644,U0626,S00794,2026-03-12,browse,3,I looked through a few sections and then left,in_app
F00645,U0279,S00290,2026-03-02,entry,2,I wanted to see pricing earlier in the journey,in_app
F00646,U0652,S02138,2026-03-08,product_detail,3,Some parts were useful but others were average,post_session_survey
F00647,U0269,S01423,2026-03-03,product_detail,1,The app was slow and laggy on my phone,in_app
F00648,U0200,S01628,2026-03-01,browse,2,Pricing details were buried and took too many clicks to reach,in_app
F00649,U0434,S01892,2026-03-08,entry,4,I liked the spec panel and the experience felt engaging,post_session_survey
F00650,U0013,S01200,2026-03-16,entry,2,Pricing details were buried and took too many clicks to reach,post_session_survey
F00651,U0463,S00215,2026-03-17,application,4,The app worked fine but did not stand out,in_app
F00652,U0578,S01292,2026-03-08,product_detail,3,The experience was okay overall,in_app
F00653,U0477,S01407,2026-03-08,browse,3,I looked through a few sections and then left,in_app
F00654,U0167,S01784,2026-03-12,browse,2,Loading felt too slow and made the experience frustrating,in_app
F00655,U0160,S01044,2026-03-19,entry,2,The page response time felt slow on mobile,in_app
F00656,U0696,S00312,2026-03-01,product_detail,2,The menu layout was not intuitive for a first-time user,post_session_survey
F00657,U0065,S00689,2026-03-01,product_detail,1,The app was slow and laggy on my phone,in_app
F00658,U0700,S00877,2026-03-08,browse,5,The steps were clear and easy to follow,in_app
F00659,U0146,S01545,2026-03-03,browse,2,Loading felt too slow and made the experience frustrating,in_app
F00660,U0133,S01372,2026-03-06,pricing,4,Some parts were useful but others were average,post_session_survey
F00661,U0325,S00860,2026-03-13,entry,3,The experience was okay overall,in_app
F00662,U0736,S02367,2026-03-04,entry,3,The app worked fine but did not stand out,in_app
F00663,U0420,S01448,2026-03-10,browse,4,I found some information but did not continue further,in_app
F00664,U0444,S00580,2026-03-12,browse,5,The showroom experience felt interactive and fun,in_app
F00665,U0138,S00251,2026-03-09,entry,3,I looked through a few sections and then left,post_session_survey
F00666,U0199,S00374,2026-03-09,browse,2,There was too much lag during the early part of the session,in_app
F00667,U0627,S00600,2026-03-14,entry,1,I kept clicking around and still could not find the pricing page,in_app
F00668,U0556,S00392,2026-03-01,product_detail,4,The app worked fine but did not stand out,post_session_survey
F00669,U0598,S00455,2026-03-06,application,4,I could find the information I needed quickly,post_session_survey
F00670,U0310,S00692,2026-03-14,entry,4,The 3D model was realistic and useful,post_session_survey
F00671,U0357,S00424,2026-03-01,entry,4,The app worked fine but did not stand out,post_session_survey
F00672,U0482,S02154,2026-03-03,product_detail,4,I liked the spec panel and the experience felt engaging,post_session_survey
F00673,U0705,S00197,2026-03-16,application,2,I wanted to see pricing earlier in the journey,post_session_survey
F00674,U0205,S01263,2026-03-04,entry,1,It was hard to find the information I needed,in_app
F00675,U0599,S00992,2026-03-01,product_detail,2,There was too much lag during the early part of the session,post_session_survey
F00676,U0552,S02358,2026-03-11,entry,3,I wanted to see pricing earlier in the journey,in_app
F00677,U0334,S00274,2026-03-19,pricing,2,The 3D view looked interesting but performance was poor,post_session_survey
F00678,U0158,S00959,2026-03-09,product_detail,2,There was too much lag during the early part of the session,in_app
F00679,U0521,S02326,2026-03-19,entry,1,The journey felt unclear and I was not sure where to go next,in_app
F00680,U0725,S02077,2026-03-09,entry,3,The app worked fine but did not stand out,in_app
F00681,U0635,S01961,2026-03-17,pricing,3,I found some information but did not continue further,in_app
F00682,U0411,S00629,2026-03-05,browse,4,The experience was okay overall,in_app
F00683,U0107,S00418,2026-03-16,product_detail,3,Some parts were useful but others were average,in_app
F00684,U0540,S01601,2026-03-11,product_detail,4,The app worked fine but did not stand out,in_app
F00685,U0648,S02236,2026-03-19,product_detail,2,The page response time felt slow on mobile,in_app
F00686,U0605,S01339,2026-03-18,entry,4,The experience was okay overall,in_app
F00687,U0025,S01374,2026-03-12,browse,2,It was hard to find the information I needed,in_app
F00688,U0053,S00680,2026-03-15,browse,4,It was easy to move from product details to pricing,in_app
F00689,U0086,S01843,2026-03-16,pricing,3,I looked through a few sections and then left,post_session_survey
F00690,U0597,S00457,2026-03-06,product_detail,2,It was hard to find the information I needed,in_app
F00691,U0024,S00784,2026-03-12,product_detail,3,Some parts were useful but others were average,in_app
F00692,U0439,S01029,2026-03-18,browse,3,Some parts were useful but others were average,post_session_survey
F00693,U0719,S01221,2026-03-16,pricing,2,I wanted to see pricing earlier in the journey,in_app
F00694,U0399,S00594,2026-03-13,browse,5,I liked how detailed the content was once I found it,in_app
F00695,U0255,S00280,2026-03-17,product_detail,4,The experience was okay overall,in_app
F00696,U0014,S01462,2026-03-07,entry,4,I liked how detailed the content was once I found it,in_app
F00697,U0687,S00702,2026-03-09,browse,3,I found some information but did not continue further,post_session_survey
F00698,U0223,S01394,2026-03-03,product_detail,2,There was too much lag during the early part of the session,post_session_survey
F00699,U0529,S00377,2026-03-07,browse,4,The 3D model was realistic and useful,post_session_survey
F00700,U0181,S01158,2026-03-03,browse,2,Loading felt too slow and made the experience frustrating,post_session_survey
F00701,U0630,S01281,2026-03-12,entry,1,It was hard to find the information I needed,in_app
F00702,U0702,S00124,2026-03-01,application,1,There was too much lag during the early part of the session,post_session_survey
F00703,U0575,S00814,2026-03-11,entry,4,I looked through a few sections and then left,in_app
F00704,U0444,S00328,2026-03-20,browse,3,The experience was okay overall,in_app
F00705,U0452,S00154,2026-03-04,entry,4,I looked through a few sections and then left,in_app
F00706,U0231,S02376,2026-03-07,product_detail,2,The menu layout was not intuitive for a first-time user,post_session_survey
F00707,U0690,S00781,2026-03-15,entry,2,I kept clicking around and still could not find the pricing page,in_app
F00708,U0271,S01942,2026-03-11,browse,3,The experience was okay overall,in_app
F00709,U0632,S00621,2026-03-18,product_detail,4,Some parts were useful but others were average,in_app
F00710,U0431,S01635,2026-03-18,product_detail,2,I kept clicking around and still could not find the pricing page,post_session_survey
F00711,U0694,S01818,2026-03-10,product_detail,5,I liked the spec panel and the experience felt engaging,in_app
F00712,U0673,S01427,2026-03-12,application,1,There was too much lag during the early part of the session,in_app
F00713,U0025,S01136,2026-03-08,entry,2,Loading felt too slow and made the experience frustrating,in_app
F00714,U0607,S00996,2026-03-17,product_detail,4,Some parts were useful but others were average,post_session_survey
F00715,U0607,S00842,2026-03-06,browse,3,Some parts were useful but others were average,in_app
F00716,U0648,S02236,2026-03-19,product_detail,4,The app worked fine but did not stand out,post_session_survey
F00717,U0702,S01993,2026-03-13,entry,1,I kept clicking around and still could not find the pricing page,in_app
F00718,U0625,S02315,2026-03-02,application,4,The experience was okay overall,in_app
F00719,U0557,S00301,2026-03-06,entry,1,The 3D view looked interesting but performance was poor,post_session_survey
F00720,U0520,S01748,2026-03-01,entry,3,The app worked fine but did not stand out,in_app
F00721,U0194,S02256,2026-03-01,entry,3,I looked through a few sections and then left,in_app
F00722,U0258,S00443,2026-03-14,product_detail,1,It was hard to find the information I needed,in_app
F00723,U0091,S00161,2026-03-10,entry,2,There was too much lag during the early part of the session,post_session_survey
F00724,U0182,S01773,2026-03-04,entry,4,I found some information but did not continue further,in_app
F00725,U0718,S01379,2026-03-20,browse,2,Navigation was confusing and I could not figure out the next step,post_session_survey
F00726,U0283,S02020,2026-03-04,browse,5,The showroom experience felt interactive and fun,in_app
F00727,U0709,S00342,2026-03-17,entry,4,The experience was okay overall,in_app
F00728,U0395,S01905,2026-03-12,entry,2,I wanted to see pricing earlier in the journey,in_app
F00729,U0593,S00493,2026-03-12,entry,3,The experience was okay overall,in_app
F00730,U0395,S00400,2026-03-05,product_detail,4,The showroom experience felt interactive and fun,in_app
F00731,U0670,S00401,2026-03-14,browse,1,The app was slow and laggy on my phone,in_app
F00732,U0792,S01954,2026-03-11,browse,4,I liked the spec panel and the experience felt engaging,in_app
F00733,U0648,S01593,2026-03-18,browse,3,Some parts were useful but others were average,in_app
F00734,U0715,S01258,2026-03-01,product_detail,5,I liked the spec panel and the experience felt engaging,in_app
F00735,U0639,S00868,2026-03-10,product_detail,3,I found some information but did not continue further,in_app
F00736,U0779,S02106,2026-03-10,browse,3,I found some information but did not continue further,post_session_survey
F00737,U0658,S00947,2026-03-18,entry,3,The app worked fine but did not stand out,post_session_survey
F00738,U0712,S01960,2026-03-01,entry,1,There was too much lag during the early part of the session,in_app
F00739,U0391,S01060,2026-03-04,application,1,Navigation was confusing and I could not figure out the next step,post_session_survey
F00740,U0751,S00912,2026-03-11,product_detail,5,The showroom experience felt interactive and fun,post_session_survey
F00741,U0638,S01114,2026-03-06,entry,3,The app worked fine but did not stand out,post_session_survey
F00742,U0345,S00733,2026-03-02,browse,2,There was too much lag during the early part of the session,in_app
F00743,U0366,S01789,2026-03-05,product_detail,4,The experience was okay overall,in_app
F00744,U0612,S01209,2026-03-20,entry,1,The menu layout was not intuitive for a first-time user,in_app
F00745,U0664,S00569,2026-03-11,browse,2,I kept clicking around and still could not find the pricing page,in_app
F00746,U0043,S02164,2026-03-13,browse,1,I wanted to see pricing earlier in the journey,post_session_survey
F00747,U0093,S00929,2026-03-07,entry,3,The experience was okay overall,in_app
F00748,U0248,S01308,2026-03-05,browse,3,I found some information but did not continue further,in_app
F00749,U0157,S02178,2026-03-06,entry,1,There was too much lag during the early part of the session,in_app
F00750,U0545,S01493,2026-03-09,entry,2,The journey felt unclear and I was not sure where to go next,in_app
F00751,U0066,S00285,2026-03-02,entry,4,The product information was clear and easy to explore,in_app
F00752,U0352,S02258,2026-03-12,entry,3,The app worked fine but did not stand out,in_app
F00753,U0784,S01501,2026-03-03,application,4,The product information was clear and easy to explore,post_session_survey
F00754,U0391,S00811,2026-03-13,product_detail,2,The journey felt unclear and I was not sure where to go next,in_app
F00755,U0074,S00341,2026-03-17,product_detail,3,Some parts were useful but others were average,in_app
F00756,U0673,S01903,2026-03-06,application,5,The layout was easy to use,in_app
F00757,U0210,S01482,2026-03-15,browse,2,Loading felt too slow and made the experience frustrating,in_app
F00758,U0223,S01283,2026-03-02,application,3,The app worked fine but did not stand out,in_app
F00759,U0383,S02147,2026-03-10,entry,3,I found some information but did not continue further,in_app
F00760,U0159,S01891,2026-03-12,pricing,1,The pricing page was not easy to discover,post_session_survey
F00761,U0711,S00372,2026-03-12,pricing,3,The experience was okay overall,post_session_survey
F00762,U0648,S00759,2026-03-15,entry,3,I looked through a few sections and then left,in_app
F00763,U0481,S00606,2026-03-07,browse,2,Navigation was confusing and I could not figure out the next step,in_app
F00764,U0116,S01780,2026-03-14,entry,4,Navigation felt smooth and simple,post_session_survey
F00765,U0716,S00077,2026-03-08,product_detail,2,The journey felt unclear and I was not sure where to go next,in_app
F00766,U0317,S01369,2026-03-17,application,2,The 3D view looked interesting but performance was poor,in_app
F00767,U0155,S01825,2026-03-12,entry,2,Pricing details were buried and took too many clicks to reach,in_app
F00768,U0489,S02105,2026-03-13,product_detail,5,It was easy to move from product details to pricing,post_session_survey
F00769,U0230,S00828,2026-03-10,entry,3,I found some information but did not continue further,in_app
F00770,U0685,S01971,2026-03-04,pricing,4,The app worked fine but did not stand out,post_session_survey
F00771,U0461,S00271,2026-03-03,browse,1,There was too much lag during the early part of the session,post_session_survey
F00772,U0460,S02030,2026-03-07,entry,1,The app was slow and laggy on my phone,post_session_survey
F00773,U0264,S00311,2026-03-11,product_detail,4,The app worked fine but did not stand out,post_session_survey
F00774,U0016,S00957,2026-03-14,browse,3,Some parts were useful but others were average,in_app
F00775,U0198,S01910,2026-03-05,application,4,The experience was okay overall,in_app
F00776,U0069,S00367,2026-03-13,browse,3,The experience was okay overall,in_app
F00777,U0068,S00561,2026-03-04,product_detail,1,The pricing page was not easy to discover,post_session_survey
F00778,U0381,S01730,2026-03-20,browse,3,The app worked fine but did not stand out,in_app
F00779,U0680,S01724,2026-03-01,pricing,3,Some parts were useful but others were average,in_app
F00780,U0469,S01534,2026-03-12,entry,1,The app was slow and laggy on my phone,in_app
F00781,U0260,S01663,2026-03-02,entry,4,I liked how detailed the content was once I found it,post_session_survey
F00782,U0005,S01306,2026-03-07,entry,1,The menu layout was not intuitive for a first-time user,in_app
F00783,U0323,S00615,2026-03-20,entry,1,The menu layout was not intuitive for a first-time user,in_app
F00784,U0709,S00836,2026-03-14,browse,4,The app worked fine but did not stand out,post_session_survey
F00785,U0243,S00444,2026-03-19,browse,4,Some parts were useful but others were average,in_app
F00786,U0718,S02182,2026-03-13,browse,2,The menu layout was not intuitive for a first-time user,post_session_survey
F00787,U0361,S01401,2026-03-05,entry,3,The experience was okay overall,post_session_survey
F00788,U0463,S00966,2026-03-09,entry,2,I had trouble locating cost information quickly,in_app
F00789,U0115,S01113,2026-03-15,browse,2,The 3D view looked interesting but performance was poor,in_app
F00790,U0152,S02276,2026-03-19,product_detail,1,Loading felt too slow and made the experience frustrating,in_app
F00791,U0142,S00375,2026-03-18,pricing,3,Some parts were useful but others were average,in_app
F00792,U0454,S01406,2026-03-20,application,2,I wanted to see pricing earlier in the journey,in_app
F00793,U0777,S01215,2026-03-08,browse,4,The app worked fine but did not stand out,post_session_survey
F00794,U0068,S01463,2026-03-17,entry,3,The experience was okay overall,post_session_survey
F00795,U0191,S00043,2026-03-05,entry,4,The app worked fine but did not stand out,in_app
F00796,U0325,S02092,2026-03-02,entry,2,The 3D view looked interesting but performance was poor,in_app
F00797,U0738,S02243,2026-03-02,product_detail,5,Navigation felt smooth and simple,in_app
F00798,U0161,S01357,2026-03-04,pricing,3,The experience was okay overall,post_session_survey
F00799,U0544,S01668,2026-03-15,entry,2,The page response time felt slow on mobile,in_app
F00800,U0255,S02216,2026-03-04,browse,1,The app was slow and laggy on my phone,post_session_survey
F00801,U0057,S01692,2026-03-11,browse,1,I wanted to see pricing earlier in the journey,in_app
F00802,U0199,S00374,2026-03-09,browse,1,The app was slow and laggy on my phone,post_session_survey
F00803,U0766,S01384,2026-03-15,pricing,5,It was easy to move from product details to pricing,post_session_survey
F00804,U0160,S01451,2026-03-14,entry,2,I kept clicking around and still could not find the pricing page,in_app
F00805,U0006,S01027,2026-03-04,product_detail,5,I liked the spec panel and the experience felt engaging,in_app
F00806,U0465,S01761,2026-03-04,product_detail,2,Loading felt too slow and made the experience frustrating,post_session_survey
F00807,U0117,S02248,2026-03-16,browse,1,Navigation was confusing and I could not figure out the next step,in_app
F00808,U0753,S02225,2026-03-07,product_detail,1,The journey felt unclear and I was not sure where to go next,post_session_survey
F00809,U0573,S01087,2026-03-11,product_detail,3,The experience was okay overall,in_app
F00810,U0124,S00277,2026-03-03,browse,3,I looked through a few sections and then left,in_app
F00811,U0169,S02363,2026-03-08,application,1,It was hard to find the information I needed,in_app
F00812,U0494,S02014,2026-03-15,product_detail,4,The app worked fine but did not stand out,in_app
F00813,U0557,S00301,2026-03-06,entry,4,The app worked fine but did not stand out,in_app
F00814,U0652,S02213,2026-03-01,browse,4,The product information was clear and easy to explore,post_session_survey
F00815,U0175,S02087,2026-03-14,product_detail,2,The menu layout was not intuitive for a first-time user,post_session_survey
F00816,U0551,S01247,2026-03-07,application,2,There was too much lag during the early part of the session,in_app
F00817,U0630,S01418,2026-03-17,browse,1,I had trouble locating cost information quickly,post_session_survey
F00818,U0354,S00961,2026-03-06,pricing,5,I could find the information I needed quickly,in_app
F00819,U0238,S00133,2026-03-12,browse,2,The page response time felt slow on mobile,in_app
F00820,U0391,S00811,2026-03-13,product_detail,1,The page response time felt slow on mobile,in_app
F00821,U0216,S01923,2026-03-14,browse,4,The app worked fine but did not stand out,post_session_survey
F00822,U0044,S00011,2026-03-14,entry,3,The experience was okay overall,post_session_survey
F00823,U0768,S00808,2026-03-01,browse,2,The app was slow and laggy on my phone,in_app
F00824,U0158,S00959,2026-03-09,product_detail,5,The product information was clear and easy to explore,in_app
F00825,U0508,S01293,2026-03-03,product_detail,2,The menu layout was not intuitive for a first-time user,post_session_survey
F00826,U0388,S02210,2026-03-13,entry,2,Navigation was confusing and I could not figure out the next step,in_app
F00827,U0169,S00837,2026-03-20,entry,3,I looked through a few sections and then left,post_session_survey
F00828,U0727,S00838,2026-03-01,browse,3,I found some information but did not continue further,post_session_survey
F00829,U0322,S01764,2026-03-16,product_detail,1,Navigation was confusing and I could not figure out the next step,post_session_survey
F00830,U0592,S01090,2026-03-10,entry,3,The app worked fine but did not stand out,post_session_survey
F00831,U0345,S00551,2026-03-03,product_detail,4,I found some information but did not continue further,in_app
F00832,U0592,S01090,2026-03-10,entry,3,The experience was okay overall,in_app
F00833,U0207,S00345,2026-03-13,entry,3,Some parts were useful but others were average,post_session_survey
F00834,U0497,S00432,2026-03-15,browse,3,Some parts were useful but others were average,in_app
F00835,U0013,S01200,2026-03-16,entry,5,The showroom experience felt interactive and fun,post_session_survey
F00836,U0019,S01013,2026-03-03,application,5,The showroom experience felt interactive and fun,in_app
F00837,U0644,S02198,2026-03-03,browse,3,The experience was okay overall,in_app
F00838,U0311,S00876,2026-03-15,browse,4,I liked the spec panel and the experience felt engaging,in_app
F00839,U0495,S01393,2026-03-17,entry,1,The menu layout was not intuitive for a first-time user,post_session_survey
F00840,U0162,S01511,2026-03-10,pricing,3,The experience was okay overall,in_app
F00841,U0226,S00032,2026-03-02,browse,3,The app worked fine but did not stand out,in_app
F00842,U0184,S01589,2026-03-17,pricing,5,The 3D model was realistic and useful,post_session_survey
F00843,U0024,S00436,2026-03-11,entry,3,I looked through a few sections and then left,in_app
F00844,U0011,S02307,2026-03-18,entry,2,The page response time felt slow on mobile,in_app
F00845,U0770,S00362,2026-03-08,pricing,2,The 3D view looked interesting but performance was poor,in_app
F00846,U0130,S01002,2026-03-01,entry,1,I wanted to see pricing earlier in the journey,in_app
F00847,U0424,S00210,2026-03-07,browse,3,I found some information but did not continue further,in_app
F00848,U0536,S02394,2026-03-17,product_detail,1,I had trouble locating cost information quickly,in_app
F00849,U0378,S01208,2026-03-17,application,1,The journey felt unclear and I was not sure where to go next,post_session_survey
F00850,U0673,S01427,2026-03-12,application,1,It was hard to find the information I needed,in_app
F00851,U0202,S00162,2026-03-08,entry,5,The 3D model was realistic and useful,post_session_survey
F00852,U0542,S01796,2026-03-03,browse,1,The 3D view looked interesting but performance was poor,in_app
F00853,U0502,S00513,2026-03-14,application,1,The journey felt unclear and I was not sure where to go next,in_app
F00854,U0480,S02158,2026-03-15,pricing,3,The app worked fine but did not stand out,in_app
F00855,U0668,S00500,2026-03-07,browse,1,Loading felt too slow and made the experience frustrating,in_app
F00856,U0478,S00466,2026-03-10,entry,2,There was too much lag during the early part of the session,in_app
F00857,U0520,S00085,2026-03-01,browse,1,The menu layout was not intuitive for a first-time user,in_app
F00858,U0727,S01137,2026-03-16,entry,2,Pricing details were buried and took too many clicks to reach,in_app
F00859,U0647,S01356,2026-03-07,entry,1,I wanted to see pricing earlier in the journey,post_session_survey
F00860,U0642,S00160,2026-03-14,entry,3,I found some information but did not continue further,in_app
F00861,U0189,S01857,2026-03-20,entry,3,It was hard to find pricing information,in_app
F00862,U0676,S01092,2026-03-05,browse,3,I found some information but did not continue further,post_session_survey
F00863,U0742,S01262,2026-03-12,browse,3,The app worked fine but did not stand out,in_app
F00864,U0474,S01064,2026-03-07,application,5,I liked the spec panel and the experience felt engaging,in_app
F00865,U0463,S00966,2026-03-09,entry,4,Some parts were useful but others were average,post_session_survey
F00866,U0002,S01345,2026-03-02,entry,3,Some parts were useful but others were average,post_session_survey
F00867,U0215,S00379,2026-03-04,product_detail,3,The experience was okay overall,post_session_survey
F00868,U0243,S00444,2026-03-19,browse,2,I kept clicking around and still could not find the pricing page,in_app
F00869,U0704,S02068,2026-03-18,browse,3,I looked through a few sections and then left,in_app
F00870,U0406,S02274,2026-03-19,product_detail,1,It was hard to find pricing information,in_app
F00871,U0491,S00901,2026-03-14,product_detail,2,There was too much lag during the early part of the session,in_app
F00872,U0760,S00657,2026-03-04,browse,3,I looked through a few sections and then left,in_app
F00873,U0323,S01540,2026-03-07,entry,4,The product information was clear and easy to explore,in_app
F00874,U0707,S00987,2026-03-18,entry,2,The 3D view looked interesting but performance was poor,in_app
F00875,U0613,S00058,2026-03-02,browse,2,I kept clicking around and still could not find the pricing page,in_app
F00876,U0493,S00382,2026-03-06,entry,3,I found some information but did not continue further,in_app
F00877,U0059,S01712,2026-03-15,product_detail,1,The 3D view looked interesting but performance was poor,in_app
F00878,U0090,S01579,2026-03-20,product_detail,2,The app was slow and laggy on my phone,post_session_survey
F00879,U0078,S00062,2026-03-10,pricing,3,I looked through a few sections and then left,in_app
F00880,U0231,S00544,2026-03-01,browse,2,Loading felt too slow and made the experience frustrating,post_session_survey
F00881,U0599,S00565,2026-03-01,entry,2,The app was slow and laggy on my phone,in_app
F00882,U0458,S01609,2026-03-19,browse,1,I wanted to see pricing earlier in the journey,post_session_survey
F00883,U0274,S00046,2026-03-03,entry,2,Loading felt too slow and made the experience frustrating,in_app
F00884,U0402,S00256,2026-03-04,entry,1,The app was slow and laggy on my phone,post_session_survey
F00885,U0414,S01916,2026-03-14,entry,3,I found some information but did not continue further,post_session_survey
F00886,U0602,S00437,2026-03-14,entry,3,Some parts were useful but others were average,in_app
F00887,U0697,S01563,2026-03-20,product_detail,3,I found some information but did not continue further,post_session_survey
F00888,U0214,S00583,2026-03-15,product_detail,3,The app worked fine but did not stand out,post_session_survey
F00889,U0661,S00245,2026-03-11,browse,3,I found some information but did not continue further,in_app
F00890,U0434,S00595,2026-03-20,entry,1,I kept clicking around and still could not find the pricing page,post_session_survey
F00891,U0381,S01730,2026-03-20,browse,2,The journey felt unclear and I was not sure where to go next,in_app
F00892,U0568,S02054,2026-03-16,entry,2,The 3D view looked interesting but performance was poor,post_session_survey
F00893,U0617,S01992,2026-03-02,browse,3,I found some information but did not continue further,post_session_survey
F00894,U0016,S00957,2026-03-14,browse,1,I kept clicking around and still could not find the pricing page,in_app
F00895,U0768,S01600,2026-03-18,pricing,2,There was too much lag during the early part of the session,in_app
F00896,U0668,S00500,2026-03-07,browse,3,I found some information but did not continue further,in_app
F00897,U0443,S00714,2026-03-13,product_detail,1,Navigation was confusing and I could not figure out the next step,post_session_survey
F00898,U0497,S02153,2026-03-15,product_detail,1,The menu layout was not intuitive for a first-time user,post_session_survey
F00899,U0226,S00032,2026-03-02,browse,1,The 3D view looked interesting but performance was poor,post_session_survey
F00900,U0424,S00210,2026-03-07,browse,5,The product information was clear and easy to explore,post_session_survey
F00901,U0040,S00507,2026-03-12,browse,4,Some parts were useful but others were average,in_app
F00902,U0058,S00061,2026-03-07,browse,4,The app worked fine but did not stand out,in_app
F00903,U0258,S00443,2026-03-14,product_detail,5,I liked the spec panel and the experience felt engaging,post_session_survey
F00904,U0617,S01400,2026-03-09,application,4,The showroom experience felt interactive and fun,post_session_survey
F00905,U0507,S01021,2026-03-02,product_detail,5,The showroom experience felt interactive and fun,in_app
F00906,U0334,S02143,2026-03-06,browse,1,Loading felt too slow and made the experience frustrating,in_app
F00907,U0459,S01963,2026-03-04,entry,1,The journey felt unclear and I was not sure where to go next,in_app
F00908,U0230,S00828,2026-03-10,entry,3,I looked through a few sections and then left,in_app
F00909,U0173,S00632,2026-03-10,browse,2,There was too much lag during the early part of the session,in_app
F00910,U0168,S00919,2026-03-03,application,3,I wanted to see pricing earlier in the journey,in_app
F00911,U0181,S01416,2026-03-18,browse,2,There was too much lag during the early part of the session,in_app
F00912,U0070,S00651,2026-03-12,application,1,Navigation was confusing and I could not figure out the next step,in_app
F00913,U0596,S01492,2026-03-20,pricing,5,I liked how detailed the content was once I found it,in_app
F00914,U0371,S00989,2026-03-19,product_detail,2,The app was slow and laggy on my phone,post_session_survey
F00915,U0031,S01327,2026-03-17,browse,1,I kept clicking around and still could not find the pricing page,in_app
F00916,U0190,S01053,2026-03-16,entry,1,The page response time felt slow on mobile,post_session_survey
F00917,U0401,S00717,2026-03-04,entry,1,The 3D view looked interesting but performance was poor,in_app
F00918,U0279,S02278,2026-03-10,product_detail,5,The 3D model was realistic and useful,in_app
F00919,U0454,S01828,2026-03-14,pricing,4,I could find the information I needed quickly,in_app
F00920,U0562,S00343,2026-03-02,pricing,1,I had trouble locating cost information quickly,in_app
F00921,U0244,S02083,2026-03-16,entry,2,The 3D view looked interesting but performance was poor,post_session_survey
F00922,U0638,S01173,2026-03-03,entry,1,The 3D view looked interesting but performance was poor,in_app
F00923,U0736,S02148,2026-03-08,browse,4,Some parts were useful but others were average,in_app
F00924,U0414,S01916,2026-03-14,entry,5,Navigation felt smooth and simple,in_app
F00925,U0439,S01029,2026-03-18,browse,5,The showroom experience felt interactive and fun,in_app
F00926,U0314,S00051,2026-03-14,entry,2,I kept clicking around and still could not find the pricing page,post_session_survey
F00927,U0402,S00652,2026-03-06,entry,3,The experience was okay overall,in_app
F00928,U0434,S01304,2026-03-20,product_detail,2,It was hard to find the information I needed,in_app
F00929,U0414,S01514,2026-03-18,entry,1,I had trouble locating cost information quickly,in_app
F00930,U0411,S00629,2026-03-05,browse,1,The page response time felt slow on mobile,post_session_survey
F00931,U0074,S00341,2026-03-17,product_detail,2,Loading felt too slow and made the experience frustrating,post_session_survey
F00932,U0241,S02005,2026-03-01,pricing,5,I liked how detailed the content was once I found it,in_app
F00933,U0059,S02362,2026-03-19,pricing,3,Some parts were useful but others were average,post_session_survey
F00934,U0375,S01265,2026-03-05,entry,3,I found some information but did not continue further,in_app
F00935,U0770,S00420,2026-03-14,entry,5,The showroom experience felt interactive and fun,post_session_survey
F00936,U0364,S00660,2026-03-20,browse,2,The pricing page was not easy to discover,in_app
F00937,U0191,S00043,2026-03-05,entry,1,It was hard to find pricing information,in_app
F00938,U0260,S02196,2026-03-15,entry,2,I wanted to see pricing earlier in the journey,in_app
F00939,U0442,S00287,2026-03-12,browse,3,I found some information but did not continue further,post_session_survey
F00940,U0346,S01385,2026-03-17,entry,2,There was too much lag during the early part of the session,post_session_survey
F00941,U0737,S00664,2026-03-07,pricing,2,It was hard to find the information I needed,in_app
F00942,U0253,S01332,2026-03-02,entry,3,The app worked fine but did not stand out,post_session_survey
F00943,U0146,S01559,2026-03-11,browse,4,It was easy to move from product details to pricing,in_app
F00944,U0075,S01990,2026-03-02,entry,4,I could find the information I needed quickly,in_app
F00945,U0496,S00503,2026-03-04,pricing,1,There was too much lag during the early part of the session,in_app
F00946,U0732,S00027,2026-03-08,entry,4,I found some information but did not continue further,post_session_survey
F00947,U0601,S00335,2026-03-05,entry,2,The app was slow and laggy on my phone,post_session_survey
F00948,U0043,S02164,2026-03-13,browse,4,The experience was okay overall,in_app
F00949,U0526,S02097,2026-03-15,application,4,The showroom experience felt interactive and fun,in_app
F00950,U0434,S01431,2026-03-15,entry,3,I looked through a few sections and then left,in_app
F00951,U0291,S01437,2026-03-10,entry,2,It was hard to find the information I needed,post_session_survey
F00952,U0169,S01592,2026-03-18,entry,2,It was hard to find pricing information,in_app
F00953,U0588,S00430,2026-03-09,application,4,I liked how detailed the content was once I found it,post_session_survey
F00954,U0009,S02197,2026-03-03,entry,1,The menu layout was not intuitive for a first-time user,in_app
F00955,U0019,S01013,2026-03-03,application,4,I liked the spec panel and the experience felt engaging,in_app
F00956,U0671,S00926,2026-03-03,entry,5,I liked the spec panel and the experience felt engaging,in_app
F00957,U0551,S01247,2026-03-07,application,5,The showroom experience felt interactive and fun,in_app
F00958,U0030,S00113,2026-03-11,entry,3,I found some information but did not continue further,in_app
F00959,U0399,S00407,2026-03-05,browse,3,The app worked fine but did not stand out,post_session_survey
F00960,U0018,S01765,2026-03-17,product_detail,5,The product information was clear and easy to explore,in_app
F00961,U0423,S00204,2026-03-09,product_detail,3,I looked through a few sections and then left,in_app
F00962,U0689,S01443,2026-03-02,pricing,4,The app worked fine but did not stand out,in_app
